percent_dac_by_pop,gsp_num_id
0,0007
0.836466096397212,0008
0.6192698843329342,0009
0.06532142882464495,0011
0.779829286587678,0012
0.33018875654697527,0013
1,0014
0.6370617726725417,0015
0.30206070666434354,0016
0.07506147406983142,0017
0.08317019713784922,0018
0.17056112577540136,0019
1,0020
0.46286198652113464,0021
0.6781214501706253,0022
0.7337640299163913,0023
0.5514811354448463,0024
0.7849674877689141,0025
0.6877533733797649,0026
0.9959934942566758,0028
0.36559487591187323,0029
0.5235562042819462,0030
0.9547389033430898,0031
0.24526418278505377,0032
0.28714426329919746,0035
0.6124963027465373,0036
0.9033306626651241,0037
0.6930388218605593,0038
0.4980204763915089,0042
0.8038471569993096,0043
0,0044
0,0045
0.4813698842604433,0047
1,0048
0,0049
0.4954216741554144,0050
0.8253775011798189,0051
0.46008056141152065,0052
0.5342210879870988,0053
0.5736706997511832,0054
0.9650968425485211,0056
1,0057
0.6898784940702539,0058
0.3288749770495686,0059
0.32309219169219894,0061
0.9367035968751836,0063
1,0065
0.500777285987006,0067
0.835161080305146,0070
0.39828298278878105,0071
0.8557726509397631,0072
0.30112676047160075,0073
0,0074
0,0075
0.15481263260418024,0076
0,0077
0.4136981054733192,0078
0.005023777434819176,0079
0.08000934426751695,0080
0.2347240316187321,0081
0.4541036630369432,0082
0.7784225749147192,0083
0.6567496852583562,0084
0.46149632301972104,0085
0.46682302582156543,0086
0.07029202982138626,0087
1,0088
0.6363233236944805,0089
0.6354202930075857,0090
0.35351161364759864,0091
0.5990484976582395,0092
0.012177851095670027,0093
0.7448509987668493,0094
1,0095
0.39169780039486674,0096
1,0097
0.6162066334954626,0098
0.9180804672548859,0099
0.3374322539333032,0100
0.1309623785246777,0101
0.5708905903918683,0103
0.374262053475623,0104
0.1332923885818243,0105
0.1740470644744753,0106
0.50860873275658,0110
0.3828457387928517,0111
0.4770710105054024,0112
0.015865047266969932,0113
0.44670941367993344,0114
0.9648882297995518,0115
0.498148581164337,0116
0.1884657594164412,0117
0.5094183193860496,0118
0.5363636754590654,0119
0.14689838574479586,0120
0.8990548270058069,0121
0.16243123825190783,0122
0.8492578913139404,0123
0.19229284602718033,0124
0.5175389638452004,0125
0.7307872383837842,0127
0.1742163034527318,0128
0.10431613398330748,0129
0,0130
0.14811990746816006,0131
0.04800045292378814,0132
0.018647223828102976,0133
0.9181878542783533,0134
0.2552260393702728,0136
0.8884729630648179,0137
0.8772486027072012,0138
0.8849208651461503,0139
0.7313248086498343,0140
0.26297936004331685,0144
0.35368574910513684,0145
0.6248176123897163,0149
0.9133513073631285,0150
